,total_cases,total_deaths,new_cases,new_deaths,google_smooth,vac_total,vac_partial,vac_fully,V_,gamma_t,pdth_t,gamma_mob,gamma_tilde,gamma_tilde_sm,gamma_tilde_resid,gamma_tilde_sm_lag1,gamma_tilde_sm_lag2,S,E,I,AR,DHR,DQR,AD,DHD,DQD,R,D,TH,DVR,DVD,DD,DT,V,gamma_tilde_fc,gamma_mob_fc,gamma_t_fc,mob_fc,pdth_t_fc,pdth_t_base,pdth_t_targ,S_N,I_N,DT_N,DD_N,V_N
2020-03-13,151.0,0.0,99.0,0.0,0.08571428571428572,0.0,0.0,0.0,0.0,2.079441454931185,0.02527938965788845,0.6330477838761289,1.446393671055056,0.4236992115644244,1.0226944594906315,,,212553762.28485858,2445.8575707069263,2445.8575707069263,584.0,21.9,124.1,0.0,0.0,0.0,25.0,0.0,21.9,5.475,0.0,0.0,151.0,0.0,1.446393671055056,0.6330477838761289,2.079441454931185,0.08571428571428572,0.02527938965788845,0.02530891272148361,0.02527200889198966,0.9999734346497857,1.1506701031084097e-05,7.103896304115147e-07,0.0,0.0
2020-03-14,151.0,0.0,0.0,0.0,0.0761904761904762,0.0,0.0,0.0,0.0,0.5715289897985619,0.025178312519178642,0.6270473760879306,-0.05551838628936867,0.41295734705977416,-0.46847573334914283,0.4236992115644244,,212548676.4040779,7192.672228415437,1937.2557869509155,1204.5130594336267,45.67523717056976,255.95902512964565,17.142856896353763,0.6428571336132661,3.6428570904751747,75.09201387111584,0.0,47.33008918780054,11.29230993219025,0.16071428340331653,0.0,320.5339279186703,0.0,-0.05551838628936867,0.6270473760879306,0.5715289897985619,0.0761904761904762,0.025178312519178642,0.025207717537724668,0.025170961264542133,0.9999495077824473,9.11394981791145e-06,1.5079733681357306e-06,0.0,0.0
2020-03-15,162.0,0.0,11.0,0.0,0.06285714285714286,0.0,0.0,0.0,0.0,0.7015651498793678,0.028536733454766237,0.6187422350524234,0.08282291482694437,0.4046161568608883,-0.32179324203394394,0.41295734705977416,0.4236992115644244,212547569.26734483,7302.698071274959,2262.970188740279,1644.620121694262,63.1995009975338,349.4817758600306,22.095237777522627,0.8285714166570985,4.6952380277235575,178.42966378391242,10.714285560221102,67.47213998902751,15.418313640883703,0.20714285416427464,2.1428571120442204,454.81426659351683,0.0,0.08282291482694437,0.6187422350524234,0.7015651498793678,0.06285714285714286,0.028536733454766237,0.028570060675398724,0.028528401649608112,0.9999442991834101,1.0646295072923726e-05,2.1397042301407455e-06,1.0081215045362778e-08,0.0
2020-03-16,200.0,0.0,38.0,0.0,0.0461904761904762,0.0,0.0,0.0,0.0,0.7774669208987841,0.029233314947600657,0.6085153254478438,0.1689515954509403,0.4169418104378759,-0.24799021498693563,0.4046161568608883,0.41295734705977416,212545981.7471248,7877.861743406887,2491.0534014489704,2140.147542409117,83.13620646405877,454.7813527619372,28.95238053606598,1.0857142701024745,6.15238086391402,319.55834384792297,24.523809171172744,91.00071107927548,20.063883210085464,0.2714285675256186,4.904761834234549,611.67140719517,0.0,0.1689515954509403,0.6085153254478438,0.7774669208987841,0.0461904761904762,0.029233314947600657,0.029267455685489316,0.02922477976312849,0.9999368305880301,1.1719327848944906e-05,2.877649171461377e-06,2.307478110383036e-08,0.0
2020-03-17,321.0,1.0,121.0,0.0,0.018095238095238095,0.0,0.0,0.0,0.0,0.44364552755608627,0.03258398585501389,0.5916568725288476,-0.1480113449727613,0.3920535108125199,-0.5400648557852812,0.4169418104378759,0.4046161568608883,212544045.179998,8722.3474890351,2719.8236117863707,2662.2799997440916,104.43735477118146,565.7344999456194,34.66666616818668,1.2999999813070007,7.366666560739669,503.24466696975253,42.619047006213975,116.90071070685471,24.958874997600855,0.32499999532675017,8.523809401242797,784.3380713790315,0.0,-0.1480113449727613,0.5916568725288476,0.44364552755608627,0.018095238095238095,0.03258398585501389,0.03262203974395662,0.032574472382778205,0.9999277198780601,1.2795592651400205e-05,3.689971077116758e-06,4.010083318044414e-08,0.0
2020-03-18,372.0,3.0,51.0,2.0,-0.020476190476190478,0.0,0.0,0.0,0.0,0.5021934201145046,0.036806993328732454,0.569270337455246,-0.0670769173407414,0.4113488065769671,-0.4784257239177085,0.3920535108125199,0.4169418104378759,212542838.66451505,8719.723740256304,2986.3786916990853,3207.268611209639,126.96846670130134,681.5445798820482,41.90476130220716,1.571428548832769,8.904761776719022,731.7847301678551,64.28571336133065,145.17928172880605,30.06814323009036,0.39285713720819226,12.857142672266132,972.8618781920404,0.0,-0.0670769173407414,0.569270337455246,0.5021934201145046,-0.020476190476190478,0.036806993328732454,0.03684997914522156,0.036796246874610174,0.9999220437450268,1.4049618907714809e-05,4.5768939741079185e-06,6.048729027218048e-08,0.0
2020-03-19,621.0,6.0,249.0,3.0,-0.07238095238095239,0.0,0.0,0.0,0.0,1.795200613469736,0.03934782608695651,0.5404762358598213,1.2547243776099148,0.43063310061417337,0.8240912769957415,0.4113488065769671,0.3920535108125199,212541339.09242368,9010.53616994099,3160.1890917453816,3782.481489750035,151.00842014747502,803.7773165718824,51.42857068907763,1.928571400840412,10.928571271428996,1007.1531856094936,90.47618917521012,176.22928128233883,35.460763966406574,0.482142850210103,18.095237835042028,1179.8618752155924,0.0,1.2547243776099148,0.5404762358598213,1.7952006134697363,-0.07238095238095239,0.03934782608695651,0.03939377926809013,0.0393363377916731,0.9999149889075184,1.4867321595466901e-05,5.55073934749034e-06,8.513026038307261e-08,0.0
2020-03-20,793.0,11.0,172.0,5.0,-0.13476190476190478,0.0,0.0,0.0,0.0,1.0721170527271227,0.05016583747927031,0.5077908838045156,0.564326168922607,0.42668697226778546,0.13763919665482155,0.43063310061417337,0.4113488065769671,212535666.47112072,13434.101735148819,3314.0765605611796,4362.014125347374,175.59463469683286,926.9280016363168,60.19047532500041,2.257142824687516,12.79047600656259,1331.9566818734884,122.61904585588364,209.0864236670329,40.89388242513162,0.564285706171879,24.52380917117673,1398.909491113553,0.0,0.564326168922607,0.5077908838045156,1.0721170527271227,-0.13476190476190478,0.05016583747927031,0.05022442470112369,0.05015119067380697,0.9998883016800292,1.559129551663921e-05,6.581263552127928e-06,1.1537390551917055e-07,0.0
2020-03-21,1021.0,15.0,228.0,4.0,-0.20476190476190476,0.0,0.0,0.0,0.0,1.0651137904859929,0.04741599863551083,0.4734610818639098,0.5916527086220831,0.43271594813090775,0.15893676049117533,0.42668697226778546,0.43063310061417337,212532113.88232315,15124.420908712209,4027.8670967195626,4932.424238305322,200.20901059070368,1048.1401506398809,76.19047509494575,2.857142816060465,16.19047595767597,1706.5800850820724,160.2380929340089,243.54356602872463,46.24147723411239,0.7142857040151163,32.04761858680178,1628.6237735248312,0.0,0.5916527086220831,0.4734610818639098,1.0651137904859929,-0.20476190476190476,0.04741599863551083,0.04747137440059412,0.047402154694240015,0.9998715882876921,1.8949370981359674e-05,7.661969804991465e-06,1.50770171678459e-07,0.0
2020-03-22,1546.0,25.0,525.0,10.0,-0.2766666666666666,0.0,0.0,0.0,0.0,0.7051933929348103,0.05913119279383988,0.4406121256999796,0.2645812672348307,0.44265409353622026,-0.17807282630138954,0.43271594813090775,0.42668697226778546,212527824.4147271,17317.316853766482,4728.604677934045,5654.344151408166,230.8502464123849,1201.548132174235,91.0476177384776,3.41428566519291,19.34761876942649,2130.254549147669,207.85713986835,285.4221368551447,53.009476419451545,0.8535714162982275,41.57142797367,1907.8142457009649,0.0,0.2645812672348307,0.4406121256999796,0.7051933929348103,-0.2766666666666666,0.05913119279383988,0.05920025039328889,0.059113928393977624,0.9998514081996112,2.2246037943839243e-05,8.975440111902856e-06,1.9557557188009493e-07,0.0
